Delay time,Estimated Surface (sq m),Estimated Height (m),Floors,Num of Workers,Bad Weather Factor (%),Design Variation Factor (%),Material Factor (%),Gov Regulation Factor (%),Site Condition Factor (%)
137,2113,14,5,147,0.16,0.24,0.03,0.76,0.55
8,875,15,5,118,0.16,0.32,0.03,0.44,0.62
2,789,13,1,10,0.16,0.32,0.02,0.61,0.1
47,818,14,1,136,0.16,0.48,0.1,0.8,0.17
147,2724,15,6,122,0.16,0.48,0.03,0.71,0.33
135,28,26,6,67,0.16,0.4,0.01,0.39,0.31
137,2820,10,1,54,0.16,0.24,0.03,0.33,0.31
3,2945,15,6,124,0.16,0.24,0.03,0.55,0.1
119,770,8,1,65,0.16,0.16,0.0,0.09,0.19
145,2726,30,2,19,0.16,0.52,0.02,0.42,0.32
58,1566,5,5,90,0.16,0.16,0.07,0.64,0.19
135,2780,14,5,23,0.16,0.24,0.02,0.81,0.31
134,2530,14,5,79,0.16,0.48,0.0,0.57,0.31
148,2010,9,5,48,0.16,0.16,0.04,0.57,0.33
20,161,29,5,40,0.16,0.4,0.06,0.92,0.13
18,2080,18,2,39,0.16,0.4,0.04,0.94,0.13
97,575,9,4,116,0.16,0.16,0.19,0.91,0.66
1,1260,11,5,140,0.16,0.4,0.03,0.39,0.27
132,1559,24,3,99,0.16,0.4,0.02,0.95,0.3
130,1463,18,4,146,0.16,0.4,0.02,0.72,0.3
139,1321,10,5,72,0.16,0.48,0.02,0.5,0.31
148,1086,20,5,51,0.16,0.48,0.01,0.53,0.33
145,1716,8,1,13,0.16,0.32,0.03,0.78,0.32
131,2884,16,1,134,0.16,0.4,0.01,0.93,0.3
21,1140,17,2,89,0.16,0.32,0.05,0.27,0.13
5,729,28,3,58,0.16,0.16,0.02,0.17,0.58
127,2761,22,1,59,0.16,0.16,0.03,0.75,0.3
7,35,19,3,16,0.16,0.24,0.02,0.13,0.11
137,1573,17,6,146,0.16,0.48,0.03,0.02,0.31
134,2499,6,2,128,0.16,0.24,-0.0,0.23,0.31
9,2808,13,4,128,0.16,0.32,0.06,0.41,0.06
143,2303,19,5,87,0.16,0.32,0.04,0.9,0.32
130,1760,21,3,121,0.16,0.48,0.01,0.75,0.33
122,539,18,2,139,0.16,0.64,0.02,0.7,0.29
142,1382,30,3,33,0.16,0.4,0.03,0.99,0.32
139,406,27,6,57,0.16,0.48,0.02,0.65,0.31
9,368,7,3,144,0.16,0.48,0.04,0.11,0.11
140,1276,20,2,35,0.16,0.24,0.01,0.63,0.38
135,1545,21,6,15,0.16,0.4,0.02,0.17,0.31
6,2654,5,5,37,0.16,0.16,0.03,0.38,0.11
70,1643,11,2,42,0.16,0.16,0.11,0.96,0.21
8,1331,5,5,28,0.16,0.4,0.05,0.98,0.11
146,1788,21,1,33,0.16,0.24,0.03,0.25,0.32
14,546,21,1,98,0.16,0.4,0.05,0.05,0.12
137,1035,14,6,103,0.16,0.52,0.02,0.66,0.31
2,1147,11,5,97,0.92,0.48,0.03,0.21,0.1
18,100,8,2,72,0.92,0.24,0.04,0.53,0.13
2,2240,28,4,91,0.92,0.32,0.02,0.55,0.1
122,187,26,4,134,0.92,0.88,0.0,0.73,0.29
139,681,11,2,90,0.92,0.48,0.02,0.11,0.31
124,2906,11,4,49,0.92,0.24,-0.01,0.17,0.93
145,1761,23,4,48,0.92,0.48,0.01,0.88,0.32
3,795,22,6,85,0.92,0.32,0.02,0.42,0.1
138,375,10,5,60,0.92,0.48,0.01,0.6,0.31
145,2760,20,6,61,0.92,0.24,0.01,0.34,0.32
144,413,24,1,48,0.92,0.48,0.02,0.43,0.32
1,1311,11,4,146,0.92,0.24,0.01,0.83,0.1
8,577,21,4,76,0.92,0.24,0.04,0.31,0.11
9,1216,21,5,45,0.92,0.32,0.03,0.44,0.11
2,516,26,5,23,0.92,0.4,0.02,0.08,0.06
14,1312,8,3,74,0.92,0.48,0.04,0.82,0.12
20,2512,5,3,65,0.92,0.4,0.02,0.02,0.68
0,2417,21,5,32,0.92,0.48,0.02,0.59,0.5
134,1233,24,5,131,0.92,0.16,0.01,0.13,0.31
4,2940,18,5,63,0.92,0.32,0.03,0.16,0.11
129,2315,24,3,56,0.92,0.32,0.02,0.57,0.72
16,2038,25,5,55,0.92,0.48,0.06,0.06,0.91
37,496,24,6,139,0.92,0.24,0.06,0.33,0.4
13,1612,17,5,122,0.92,0.4,0.03,0.55,0.12
147,1230,16,2,117,0.92,0.48,0.02,0.15,0.33
139,2265,17,2,59,0.92,0.48,0.01,0.69,0.28
16,1205,29,6,23,0.92,0.32,0.04,0.06,0.12
18,2901,12,2,22,0.92,0.48,0.04,0.56,0.43
0,2734,30,3,50,0.92,0.4,0.02,0.41,0.05
147,111,20,3,35,0.92,0.48,0.02,0.7,0.33
1,2474,27,6,143,0.92,0.32,0.01,0.3,0.1
19,893,29,3,62,0.92,0.64,0.04,0.2,0.11
6,1280,25,5,130,0.92,0.48,0.03,0.42,0.11
16,2233,19,1,55,0.92,0.4,0.03,0.9,0.12
148,1702,10,2,35,0.92,0.16,0.03,0.31,0.48
22,2224,11,3,128,0.92,0.24,0.06,0.58,0.13
23,476,23,5,15,0.92,0.24,0.06,0.9,0.14
13,1065,5,4,113,0.92,0.4,0.03,0.08,0.12
144,1425,27,2,88,0.92,0.64,0.01,0.42,0.32
142,2788,27,4,90,0.92,0.16,0.01,0.18,0.42
25,1928,18,2,137,0.92,0.4,0.06,0.54,0.14
144,646,5,6,119,0.92,0.48,0.03,0.64,0.32
137,1639,26,5,51,0.92,0.48,0.01,0.07,0.31
79,380,17,3,150,0.92,0.48,0.14,0.61,0.22
36,2511,14,5,58,0.92,0.24,0.09,0.14,0.16
138,673,18,3,19,0.92,0.32,0.01,0.16,0.31
144,243,17,4,138,0.92,0.4,0.01,0.5,0.34
72,2535,10,2,31,0.92,0.16,0.11,0.4,0.21
3,1006,16,1,97,0.92,0.48,0.03,0.84,0.1
128,2771,11,5,120,0.92,0.48,-0.0,0.05,0.3
31,2637,6,3,71,0.92,0.48,0.07,0.14,0.15
18,1342,29,1,149,0.92,0.24,0.04,0.32,0.13
13,2815,9,5,83,0.92,0.24,0.02,0.89,0.12
12,1470,22,3,59,0.92,0.48,0.05,0.1,0.12
18,240,11,2,136,0.92,0.16,0.05,0.33,0.13
4,626,11,4,124,0.92,0.16,0.02,0.94,0.11
11,1494,11,4,90,0.92,0.32,0.05,0.35,0.12
20,1673,7,6,102,0.92,0.4,0.06,0.8,0.13
10,1094,20,1,15,0.92,0.4,0.03,0.91,0.34
19,2404,13,2,103,0.92,0.4,0.08,0.76,0.13
146,389,18,6,53,0.92,0.52,0.02,0.26,0.32
13,2160,16,4,86,0.92,0.24,0.05,0.13,0.06
139,718,20,4,89,0.92,0.48,0.02,0.25,0.31
124,2777,14,5,80,0.92,0.48,0.01,0.41,0.29
144,177,17,6,147,0.4,0.4,0.02,0.7,0.32
139,1706,14,3,63,0.4,0.32,0.01,0.24,0.31
148,2854,15,3,72,0.4,0.32,0.02,0.8,0.33
131,1919,28,3,26,0.4,0.48,0.0,0.23,0.3
2,359,11,2,20,0.4,0.52,0.02,0.17,0.7
122,1414,7,6,14,0.4,0.32,-0.0,0.93,0.29
95,1092,9,4,46,0.4,0.24,0.03,0.63,0.25
130,1815,9,5,98,0.4,0.16,0.01,0.19,0.3
136,454,21,1,23,0.4,0.48,0.01,0.04,0.31
118,1363,22,4,21,0.4,0.32,-0.0,0.33,0.7
126,731,5,1,85,0.4,0.4,0.02,0.32,0.29
127,1290,29,6,147,0.4,0.32,0.01,0.63,0.87
16,1078,26,1,80,0.4,0.4,0.05,0.94,0.12
33,294,13,6,142,0.4,0.24,0.02,0.45,0.51
1,1243,24,4,10,0.4,0.4,0.05,0.59,0.1
141,744,17,1,120,0.4,0.48,0.01,0.13,0.32
0,1100,15,6,14,0.4,0.52,0.02,0.52,0.24
136,1867,11,6,102,0.4,0.4,-0.0,0.91,0.05
143,2294,18,2,56,0.4,0.24,0.02,0.86,0.32
125,2147,15,1,129,0.4,0.32,0.01,0.63,0.09
145,2683,28,3,94,0.4,0.24,0.03,0.87,0.6
133,1542,16,5,83,0.4,0.24,0.05,0.51,0.3
123,1612,17,6,59,0.4,0.52,0.02,0.15,0.29
148,2953,18,4,136,0.4,0.4,0.01,0.5,0.33
19,2615,26,6,133,0.4,0.24,0.02,0.74,0.13
140,2500,15,5,57,0.4,0.32,0.01,0.11,0.32
132,2396,18,3,126,0.4,0.16,-0.0,0.96,0.3
2,126,15,3,58,0.4,0.24,0.03,0.54,0.1
146,572,27,6,147,0.4,0.4,0.01,0.51,0.32
142,2050,24,4,19,0.4,0.4,0.01,0.67,0.32
107,2077,27,3,18,0.4,0.24,0.02,0.52,0.26
146,2934,18,2,16,0.4,0.24,0.06,0.82,0.32
1,2512,24,2,26,0.4,0.4,0.03,0.5,0.1
149,1958,28,5,68,0.4,0.32,0.03,0.98,0.33
134,1820,30,1,136,0.4,0.32,0.01,0.29,0.77
141,1740,22,4,148,0.4,0.16,0.01,0.2,0.32
133,2268,25,1,140,0.4,0.4,0.02,0.37,0.65
131,144,6,3,84,0.4,0.4,0.0,0.2,0.3
129,2879,29,3,60,0.4,0.52,0.01,0.25,0.3
143,2954,16,5,141,0.4,0.32,0.02,0.98,0.32
120,2021,30,1,96,0.4,0.32,0.06,0.53,0.28
4,1921,10,6,27,0.4,0.4,0.04,0.58,0.04
11,146,14,6,118,0.4,0.32,0.03,0.63,0.12
8,1059,28,6,141,0.4,0.4,0.02,0.27,0.11
13,1520,20,2,14,0.4,0.24,0.04,0.89,0.56
122,558,12,4,122,0.4,0.4,0.01,0.84,0.38
0,1196,5,3,121,0.4,0.48,0.03,0.36,0.5
136,1333,6,2,15,0.4,0.32,0.02,0.66,0.31
137,377,29,3,147,0.4,0.32,0.01,0.36,0.66
1,774,9,3,83,0.4,0.32,0.02,0.73,0.1
134,1805,10,1,134,0.4,0.32,0.02,0.81,0.3
9,2757,14,2,94,0.4,0.4,0.05,0.73,0.11
139,36,18,1,28,0.4,0.16,0.04,0.11,0.31
149,1633,25,6,54,0.4,0.4,0.04,0.76,0.33
133,591,29,4,61,0.4,0.32,0.02,0.12,0.3
135,1141,11,1,126,0.4,0.24,0.02,0.67,0.31
134,2796,11,5,48,0.4,0.52,0.03,0.32,0.31
126,695,21,4,49,0.4,0.32,0.0,0.37,0.55
141,2596,16,5,74,0.4,0.4,0.01,0.76,0.32
144,2742,9,6,124,0.4,0.24,0.02,0.68,0.32
133,894,13,4,13,0.4,0.16,0.0,0.51,0.3
148,510,12,2,146,0.4,0.32,0.02,0.59,0.33
0,1422,19,1,77,0.4,0.52,0.02,1.0,0.65
14,135,25,5,84,0.4,0.16,0.05,0.05,0.12
132,1700,16,1,133,0.4,0.24,0.0,0.19,0.3
19,1878,21,4,56,0.4,0.4,0.04,0.27,0.13
6,2322,27,2,88,0.4,0.64,0.01,0.77,0.11
144,507,14,5,99,0.4,0.48,0.02,0.23,0.32
40,299,15,6,102,0.4,0.52,0.09,0.46,0.16
78,1540,20,1,59,0.4,0.24,0.04,0.33,0.22
137,906,16,2,48,0.4,0.16,0.01,0.64,0.6
6,2629,24,4,103,0.4,0.24,0.05,0.1,0.11
130,671,6,3,61,0.4,0.32,0.01,0.05,0.3
128,1858,16,1,145,0.4,0.64,0.01,0.02,0.3
112,182,15,5,123,0.4,0.24,0.04,0.42,0.27
132,595,6,6,91,0.4,0.24,0.01,0.79,0.3
15,2796,5,3,76,0.4,0.48,0.03,0.43,0.12
148,1604,15,1,143,0.4,0.32,0.03,0.52,0.33
133,1441,14,2,132,0.4,0.32,0.01,0.57,0.3
11,2245,21,2,25,0.4,0.16,0.04,0.28,0.12
127,2640,5,6,39,0.4,0.24,-0.0,0.03,0.3
0,2545,28,5,132,0.4,0.24,0.03,0.79,0.5
146,314,30,1,29,0.4,0.08,0.04,0.93,0.32
131,1311,6,2,59,0.4,0.48,0.0,0.37,0.3
128,391,6,4,95,0.4,0.32,0.03,0.81,0.3
148,23,14,2,35,0.4,0.16,0.02,0.36,0.33
7,2319,20,5,98,0.4,0.48,0.05,0.19,0.25
131,226,15,3,25,0.4,0.32,0.01,0.01,0.3
140,2468,13,3,56,0.4,0.4,0.03,0.12,0.32
11,1847,24,3,94,0.4,0.4,0.05,0.11,0.12
138,2293,10,4,127,0.4,0.4,0.03,0.27,0.31
31,2503,9,6,66,0.4,0.48,0.07,0.49,0.15
146,2027,25,4,98,0.4,0.48,0.04,0.19,0.32
139,1734,26,4,67,0.4,0.32,0.02,0.68,0.31
15,1179,21,2,98,0.4,0.48,0.06,0.9,0.15
148,1906,29,3,137,0.4,0.4,0.04,0.34,0.33
126,848,22,1,102,0.4,0.52,-0.01,0.78,0.29
143,2499,25,2,30,0.4,0.24,0.02,0.4,0.32
131,1442,15,6,76,0.4,0.32,0.01,0.48,0.3
140,1811,29,5,23,0.4,0.24,0.02,0.75,0.65
124,779,18,4,22,0.4,0.32,0.02,0.45,0.29
47,76,16,1,148,0.4,0.16,0.09,0.1,0.14
130,1712,13,2,82,0.4,0.4,0.01,0.84,0.3
133,1706,22,6,124,0.4,0.32,0.0,0.39,0.08
141,551,14,3,141,0.4,0.48,0.0,0.56,0.47
139,456,19,2,41,0.4,0.48,0.01,0.2,0.31
144,2389,29,4,61,0.4,0.52,0.02,0.95,0.32
136,885,19,6,66,0.4,0.16,0.0,0.93,0.31
137,2137,24,4,120,0.4,0.24,0.01,0.45,0.31
147,2506,11,5,98,0.4,0.24,0.03,0.01,0.33
140,1601,6,2,129,0.4,0.4,0.02,0.63,0.32
145,2695,5,4,29,0.4,0.24,0.02,0.57,0.32
4,2938,24,3,30,0.4,0.24,0.04,0.53,0.11
2,1934,10,1,33,0.4,0.32,0.04,0.16,0.1
133,1568,6,6,101,0.4,0.48,0.01,0.65,0.3
139,164,20,1,64,0.4,0.32,0.02,0.68,0.31
114,1757,24,6,53,0.4,0.4,-0.0,0.48,0.28
138,2648,30,5,22,0.4,0.16,0.01,0.28,0.31
131,1912,8,6,54,0.4,0.32,0.01,0.1,0.89
139,2335,24,2,58,0.4,0.4,0.02,0.13,0.31
19,239,14,1,115,0.4,0.16,0.06,0.19,0.13
4,1292,15,3,23,0.4,0.4,0.02,0.41,0.11
125,1583,17,6,91,0.4,0.48,0.01,0.59,0.29
136,2930,9,4,56,0.4,0.4,0.02,0.97,0.31
148,2522,29,4,118,0.4,0.48,0.02,0.86,0.33
12,134,19,3,31,0.4,0.32,0.05,0.9,0.12
115,807,22,1,107,0.4,0.16,0.04,0.3,0.4
140,719,30,3,139,0.4,0.32,0.02,0.45,0.64
147,1609,10,2,103,0.4,0.32,0.04,0.56,0.33
142,1321,23,1,18,0.4,0.32,0.03,0.86,0.32
137,277,13,5,81,0.4,0.24,0.02,0.6,0.31
6,1854,19,2,91,0.4,0.4,0.05,0.34,0.38
136,2830,11,3,98,0.4,0.32,0.01,1.0,0.31
6,1641,18,4,94,0.4,0.24,0.05,0.5,0.11
114,2584,15,3,119,0.4,0.48,0.02,0.35,0.28
129,1386,12,6,42,0.4,0.32,0.03,0.21,0.45
140,1143,5,5,92,0.4,0.32,0.04,0.8,0.32
133,2181,25,6,91,0.4,0.52,0.0,0.59,0.48
16,421,29,6,24,0.4,0.4,0.04,0.82,0.63
138,1160,14,3,143,0.4,0.4,0.02,0.91,0.31
147,2402,29,5,37,0.4,0.32,0.04,0.22,0.33
7,290,20,5,85,0.4,0.32,0.04,0.99,0.55
10,1163,23,6,32,0.4,0.32,0.04,0.93,0.12
138,965,14,1,62,0.4,0.92,0.04,0.68,0.31
139,2397,7,4,26,0.4,0.48,0.01,0.63,0.31
18,188,10,6,107,0.4,0.16,0.06,0.66,0.13
127,1082,9,2,49,0.4,0.64,0.01,0.29,0.3
138,108,18,4,127,0.4,0.24,0.02,0.93,0.31
139,2525,16,2,143,0.4,0.4,0.02,0.13,0.31
136,1403,7,3,63,0.4,0.16,0.01,0.45,0.31
133,1096,30,2,36,0.4,0.88,0.22,0.22,0.51
146,1735,11,6,148,0.4,0.48,0.03,0.25,0.32
131,1356,20,6,78,0.4,0.4,0.02,0.76,0.3
37,1715,9,2,122,0.4,0.32,0.07,0.97,0.04
149,1232,19,2,65,0.4,0.32,0.03,0.26,0.33
44,808,30,4,89,0.4,0.4,0.1,0.31,0.17
143,745,12,1,82,0.4,0.24,0.03,0.72,0.32
2,2552,14,2,85,0.4,0.4,0.02,0.82,0.1
146,1755,10,3,84,0.4,0.16,0.02,0.72,0.55
149,410,15,4,108,0.4,0.52,0.03,0.45,0.33
139,1608,29,4,46,0.4,0.48,0.01,0.34,0.31
146,2811,12,2,17,0.4,0.16,0.02,0.05,0.32
10,544,28,2,15,0.4,0.16,0.03,0.33,0.12
0,452,25,2,122,0.4,0.48,0.02,0.75,0.5
143,921,17,4,96,0.4,0.24,0.02,0.96,0.32
132,1541,7,5,71,0.4,0.48,0.01,0.38,0.74
149,193,30,6,59,0.4,0.32,0.02,0.03,0.33
147,2373,12,6,24,0.4,0.32,0.03,0.86,0.33
129,748,16,5,137,0.4,0.4,0.01,0.8,0.84
2,165,30,5,56,0.4,0.32,0.03,0.83,0.1
33,1859,23,2,20,0.4,0.4,0.09,0.78,0.15
0,610,8,4,106,0.4,0.32,0.04,0.68,0.5
30,2107,20,6,81,0.4,0.24,0.07,0.64,0.67
19,1309,18,1,89,0.4,0.16,0.04,0.82,0.13
0,303,10,6,108,0.4,0.4,0.05,0.41,0.5
143,1101,23,6,29,0.4,0.48,0.03,0.57,0.52
137,1096,14,4,143,0.4,0.16,0.01,0.57,0.31
0,420,5,3,96,0.4,0.24,0.02,0.54,0.19
15,2018,9,1,136,0.4,0.24,0.06,0.36,0.94
133,2770,29,1,43,0.4,0.24,0.02,0.44,0.3
3,1732,19,2,72,0.4,0.16,0.06,0.04,0.1
40,374,13,6,88,0.4,0.4,0.1,0.34,0.16
128,2652,17,1,112,0.4,0.4,0.01,0.94,0.3
143,962,8,2,41,0.4,0.32,0.03,0.69,0.32
143,2654,9,3,138,0.4,0.48,0.03,0.65,0.7
120,2333,21,5,100,0.4,0.4,-0.0,0.5,0.0
148,407,17,5,47,0.4,0.52,0.02,0.12,0.33
13,2547,29,5,32,0.4,0.16,0.05,0.35,0.6
12,118,26,3,88,0.4,0.32,0.05,0.62,0.12
138,1725,22,3,126,0.4,0.4,0.03,0.84,0.31
124,1729,12,5,95,0.4,0.24,0.03,0.38,0.29
131,1371,9,6,24,0.4,0.4,0.02,0.18,0.15
120,2520,6,6,117,0.4,0.4,0.01,0.69,0.28
19,2211,25,2,69,0.4,0.48,0.06,0.74,0.13
9,2913,20,2,140,0.4,0.4,0.04,0.92,0.11
127,2449,16,5,79,0.4,0.4,0.02,0.55,0.74
51,733,12,2,25,0.4,0.64,0.07,0.17,0.18
145,1397,28,4,143,0.4,0.4,0.03,0.94,0.32
1,490,13,5,41,0.4,0.32,0.03,0.89,0.1
13,59,15,3,70,0.4,0.52,0.07,0.88,0.64
129,1333,18,2,84,0.4,0.32,0.0,0.08,0.58
131,115,7,1,54,0.4,0.48,-0.0,0.79,0.36
69,1069,26,5,120,0.4,0.16,0.12,0.49,0.21
2,1550,8,4,85,0.4,0.4,0.04,0.4,0.88
128,363,8,1,73,0.4,0.24,0.22,0.35,0.3
66,2298,28,4,115,0.4,0.52,0.07,0.95,0.2
139,1203,6,4,129,0.4,0.4,0.03,0.4,0.31
134,1228,23,4,98,0.4,0.16,0.03,0.3,0.31
14,2068,7,1,55,0.4,0.16,0.07,0.17,0.12
33,1706,22,4,148,0.4,0.32,0.09,0.12,0.15
144,2326,20,2,97,0.4,0.52,0.04,0.31,0.32
131,2851,18,1,97,0.4,0.16,0.03,0.86,0.34
141,1655,16,2,88,0.4,0.32,0.02,0.62,0.32
121,635,29,4,68,0.4,0.24,0.01,0.78,0.29
138,435,29,2,69,0.4,0.32,0.01,0.04,0.31
15,2744,28,6,99,0.4,0.4,0.06,0.86,0.12
2,2445,6,3,71,0.4,0.24,0.03,0.22,0.1
126,1929,28,3,149,0.4,0.24,0.0,0.59,0.15
75,1992,8,4,62,0.4,0.32,0.15,0.39,0.22
135,203,9,5,142,0.4,0.4,0.02,0.37,0.31
126,690,20,6,138,0.4,0.4,0.02,0.22,0.29
11,2794,15,1,114,0.4,0.16,0.03,0.61,0.12
148,2107,7,5,51,0.4,0.32,0.04,0.46,0.33
20,2862,9,3,40,0.4,0.16,0.05,0.76,0.13
24,1231,30,2,132,0.4,0.32,0.05,0.27,0.37
11,2043,23,5,147,0.4,0.48,0.03,0.52,0.12
1,1972,27,4,24,0.4,0.24,0.04,0.04,0.1
142,1791,7,5,102,0.4,0.4,0.01,0.23,0.32
129,891,17,4,112,0.4,0.4,0.01,0.72,0.3
123,766,5,3,62,0.4,0.32,0.01,0.33,0.29
20,647,15,6,141,0.4,0.4,0.05,0.9,0.13
83,376,29,2,131,0.4,0.4,0.16,0.32,0.23
4,1313,22,2,38,0.4,0.32,0.04,0.47,0.44
2,2059,23,3,131,0.4,0.16,0.03,0.78,0.1
126,2211,25,5,96,0.4,0.32,0.02,0.01,0.07
116,1449,7,3,18,0.4,0.76,0.02,0.66,0.28
132,2076,6,1,101,0.4,0.24,0.03,0.41,0.3
126,2715,29,5,30,0.4,0.32,0.01,0.77,0.29
5,1412,16,2,32,0.4,0.24,0.03,0.77,0.13
134,2897,7,4,119,0.4,0.52,0.01,0.77,0.31
71,2426,25,6,50,0.4,0.24,0.13,0.75,0.21
144,33,29,5,12,0.4,0.52,0.01,0.52,0.32
3,1887,18,4,56,0.4,0.4,0.03,0.41,0.1
147,2608,13,6,78,0.4,0.48,0.02,0.02,0.33
51,1338,30,6,121,0.4,0.24,0.11,0.34,0.18
144,1103,18,5,134,0.4,0.16,0.02,0.47,0.09
136,1739,6,3,115,0.4,0.32,0.02,0.85,0.44
13,56,25,3,19,0.4,0.32,0.05,0.78,0.12
17,2625,7,3,64,0.4,0.48,0.06,0.49,0.13
2,2990,21,5,21,0.4,0.4,0.03,0.63,0.1
132,152,11,5,84,0.4,0.24,0.01,0.3,0.3
138,1934,22,6,120,0.4,0.48,0.02,0.17,0.42
137,168,30,3,148,0.4,0.24,0.02,0.29,0.31
130,85,15,2,22,0.4,0.4,0.02,0.06,0.3
0,1496,5,3,121,0.4,0.64,0.03,0.7,0.5
129,409,26,6,92,0.4,0.24,0.0,0.24,0.3
10,2256,16,5,24,0.4,0.24,0.07,0.5,0.12
149,2614,20,5,51,0.4,0.52,0.04,0.99,0.33
136,223,14,1,101,0.4,0.32,0.01,0.57,0.31
45,116,30,4,29,0.4,0.24,0.1,0.77,0.01
117,1779,16,3,23,0.4,0.68,0.01,0.52,0.28
134,2674,5,6,98,0.4,0.32,0.0,0.56,0.31
26,2806,16,2,114,0.4,0.32,0.06,0.12,0.14
10,850,27,4,134,0.4,0.16,0.04,0.23,0.12
138,1260,7,2,142,0.4,0.48,0.02,0.95,0.31
140,283,6,1,115,0.4,0.64,0.02,0.06,0.32
132,2602,7,6,78,0.4,0.48,0.01,0.17,0.3
26,142,19,4,147,0.4,0.4,0.07,0.73,0.57
139,2798,12,3,128,0.4,0.16,0.02,0.62,0.31
149,1683,9,6,139,0.4,0.16,0.05,0.24,0.33
145,270,5,6,92,0.4,0.4,0.03,0.16,0.32
137,1505,9,6,42,0.4,0.32,0.01,0.51,0.56
147,1866,25,3,113,0.4,0.24,0.03,0.15,0.33
12,542,13,6,121,0.4,0.32,0.04,0.89,0.12
129,649,28,5,145,0.4,0.32,-0.0,0.37,0.3
27,2019,7,3,30,0.4,0.4,0.07,0.17,0.14
40,2752,28,3,97,0.4,0.16,0.09,0.28,0.24
127,2051,21,5,88,0.4,0.48,0.01,0.32,0.3
125,2761,10,2,43,0.4,0.4,0.01,0.19,0.29
134,2364,26,4,113,0.4,0.64,0.03,0.76,0.31
131,1931,10,1,84,0.4,0.32,0.0,0.49,0.3
11,906,6,5,113,0.4,0.32,0.05,0.26,0.12
114,2738,25,4,89,0.4,0.4,0.01,0.85,0.28
149,1928,20,6,120,0.4,0.4,0.04,0.08,0.33
139,1318,30,5,49,0.4,0.32,0.21,0.38,0.31
0,2894,14,3,149,0.32,0.48,0.03,0.85,0.5
148,2015,6,1,111,0.32,0.48,-0.01,0.68,0.33
140,2389,15,6,84,0.32,0.76,0.02,0.07,0.32
66,2989,28,6,134,0.32,0.24,0.09,0.88,0.89
134,396,23,6,139,0.32,0.4,0.01,0.45,0.31
4,1541,15,6,139,0.32,0.32,0.01,0.68,0.11
132,1558,8,6,143,0.32,0.64,0.02,0.07,0.3
19,2704,10,3,55,0.32,0.24,0.02,0.55,0.13
149,1045,25,2,34,0.32,0.4,0.03,0.5,0.2
149,2554,24,3,117,0.32,0.4,0.01,0.47,0.34
129,2925,7,4,30,0.32,0.52,0.01,0.37,0.3
137,820,26,6,85,0.32,0.32,0.01,0.2,0.31
0,2264,21,4,115,0.32,0.64,0.03,0.18,0.5
132,2612,14,6,51,0.32,0.52,0.02,0.68,0.3
15,1304,5,1,88,0.32,0.48,0.05,0.54,0.12
140,951,18,3,84,0.32,0.64,0.01,0.13,0.32
141,933,21,6,29,0.32,0.48,0.04,0.69,0.32
25,1453,30,3,74,0.32,0.4,0.01,0.28,0.14
4,1653,10,4,123,0.32,0.52,0.04,0.79,0.11
128,2960,8,5,147,0.32,0.52,-0.0,0.07,0.44
15,2651,9,3,132,0.32,0.24,0.06,0.27,0.15
143,2687,13,3,51,0.32,0.48,0.03,0.57,0.32
128,2504,30,6,73,0.32,0.52,0.01,0.02,0.3
121,2422,17,3,94,0.32,0.48,-0.0,0.47,0.29
132,543,5,5,135,0.32,0.48,0.0,0.88,0.3
4,1233,26,4,55,0.32,0.68,0.01,0.9,0.11
10,2713,20,2,71,0.32,0.68,-0.01,0.82,0.12
142,2502,16,1,74,0.32,0.64,0.01,0.75,0.32
131,318,11,6,68,0.32,0.48,0.0,0.4,0.02
86,1235,5,3,86,0.32,0.4,-0.01,0.75,0.23
16,2419,16,5,44,0.32,0.48,0.04,0.34,0.33
141,2638,18,2,32,0.32,0.52,0.01,0.39,0.32
1,1107,9,5,12,0.32,0.4,0.01,0.99,0.59
118,1415,17,5,105,0.32,0.48,-0.02,0.22,0.28
1,900,6,1,49,0.32,0.48,0.0,0.83,0.25
143,1635,26,6,100,0.32,0.52,0.0,0.04,0.32
149,2044,28,4,83,0.32,0.52,0.02,0.43,0.33
138,287,18,1,27,0.32,0.32,0.01,0.5,0.31
126,467,13,2,104,0.32,0.48,0.01,0.77,0.29
132,1027,11,3,53,0.32,0.24,-0.01,0.27,0.3
141,2095,14,2,134,0.32,0.4,0.02,0.17,0.17
140,2451,26,6,26,0.32,0.24,0.02,0.26,0.32
128,1875,7,5,143,0.32,0.16,-0.02,0.95,0.3
21,1041,26,1,31,0.32,0.48,0.05,0.18,0.17
9,896,17,1,37,0.32,0.4,0.02,0.53,0.11
6,904,25,3,19,0.32,0.32,0.0,0.42,0.11
70,1146,10,1,122,0.32,0.24,0.15,0.96,0.65
124,1078,6,1,58,0.32,0.16,-0.0,0.43,0.29
140,2599,19,1,41,0.32,0.48,0.02,0.83,0.32
145,519,14,6,67,0.32,0.4,0.01,0.43,0.32
132,2927,20,3,72,0.32,0.64,0.0,0.9,0.3
7,1649,17,5,96,0.32,0.64,0.04,0.87,0.11
146,1084,19,4,134,0.32,0.68,0.02,0.26,0.32
4,84,25,6,16,0.32,0.24,0.03,0.86,0.11
132,1286,21,3,72,0.32,0.64,-0.01,0.54,0.3
22,1309,16,5,136,0.32,0.48,0.03,0.77,0.13
0,1938,14,5,68,0.32,0.64,0.01,0.64,0.38
139,1429,11,2,59,0.32,0.52,0.01,0.56,0.31
